token_idx,layer_0_active_k,layer_1_active_k,layer_2_active_k,layer_3_active_k,layer_4_active_k,layer_5_active_k,layer_6_active_k,layer_7_active_k,layer_8_active_k,layer_9_active_k,layer_10_active_k,layer_11_active_k,layer_12_active_k,layer_13_active_k,layer_14_active_k,layer_15_active_k,total_active_experts,avg_active_experts_per_layer,expert_weight_demand_mib_no_kv
901,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
902,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,124,7.75,418.500000
903,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,127,7.9375,428.625000
904,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
905,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,126,7.875,425.250000
906,7,8,8,8,8,8,8,8,8,8,7,7,5,4,8,8,118,7.375,398.250000
907,8,8,8,8,8,8,8,8,8,8,8,7,6,7,5,6,119,7.4375,401.625000
908,7,8,8,8,8,8,8,8,8,8,7,8,7,8,7,7,123,7.6875,415.125000
909,8,8,8,8,8,8,8,8,8,8,8,8,7,6,8,8,125,7.8125,421.875000
910,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,126,7.875,425.250000
911,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8,124,7.75,418.500000
912,8,8,8,8,8,8,8,8,8,8,8,6,5,5,8,8,120,7.5,405.000000
913,6,8,8,8,8,8,8,8,8,8,8,8,6,6,7,7,120,7.5,405.000000
914,8,8,8,8,8,8,8,8,8,8,7,6,3,6,5,5,112,7.0,378.000000
915,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7,8,126,7.875,425.250000
916,8,8,8,8,8,8,8,8,8,8,8,8,6,5,6,7,120,7.5,405.000000
917,8,8,8,8,8,8,8,8,8,8,7,8,5,5,7,7,119,7.4375,401.625000
918,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,127,7.9375,428.625000
919,8,8,8,8,8,8,8,8,8,8,8,8,6,6,7,7,122,7.625,411.750000
920,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,127,7.9375,428.625000
921,8,8,8,8,8,8,8,8,8,8,7,8,8,7,6,6,122,7.625,411.750000
922,8,8,8,8,8,8,8,8,8,8,8,8,7,6,7,8,124,7.75,418.500000
923,8,8,8,8,8,8,8,8,8,8,8,6,7,7,8,8,124,7.75,418.500000
924,8,8,8,8,8,8,8,8,8,8,8,8,6,5,6,6,119,7.4375,401.625000
925,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8,8,124,7.75,418.500000
926,8,8,8,8,8,8,8,8,8,6,5,5,5,4,8,8,113,7.0625,381.375000
927,8,8,8,8,8,8,8,8,8,8,8,6,6,8,5,8,121,7.5625,408.375000
928,8,8,8,8,8,8,8,8,8,8,8,8,6,8,6,8,124,7.75,418.500000
929,8,8,8,8,8,8,8,8,8,8,6,5,5,6,6,8,116,7.25,391.500000
930,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,5,83,5.1875,280.125000
931,8,8,8,8,8,8,8,8,8,7,4,3,4,4,5,6,105,6.5625,354.375000
932,8,8,8,8,8,8,8,8,8,8,6,6,5,8,6,6,117,7.3125,394.875000
933,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
934,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,126,7.875,425.250000
935,8,8,8,8,8,8,8,8,8,7,8,6,4,5,8,8,118,7.375,398.250000
936,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,118,7.375,398.250000
937,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,126,7.875,425.250000
938,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
939,8,8,8,8,8,8,8,8,8,8,8,8,6,7,8,8,125,7.8125,421.875000
940,7,8,8,8,8,8,8,8,8,8,8,8,7,5,6,7,120,7.5,405.000000
941,8,8,8,8,8,8,8,8,8,8,8,8,6,5,6,7,120,7.5,405.000000
942,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,8,121,7.5625,408.375000
943,8,8,8,8,8,8,8,8,8,8,7,8,6,7,7,8,123,7.6875,415.125000
944,8,8,8,8,8,8,8,8,8,8,6,6,5,6,7,8,118,7.375,398.250000
945,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,124,7.75,418.500000
946,6,8,8,8,8,8,8,8,8,7,8,6,7,8,8,8,122,7.625,411.750000
947,8,8,8,8,8,8,8,8,8,8,8,7,5,7,8,8,123,7.6875,415.125000
948,8,8,8,8,8,8,8,8,8,8,6,7,6,5,6,8,118,7.375,398.250000
949,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,7,121,7.5625,408.375000
950,6,8,8,8,8,8,8,8,8,8,8,7,6,6,8,8,121,7.5625,408.375000
951,8,8,8,8,8,8,8,8,8,8,8,7,6,8,8,8,125,7.8125,421.875000
952,8,8,8,8,8,8,8,8,8,7,8,8,5,6,6,6,118,7.375,398.250000
953,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
954,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,127,7.9375,428.625000
955,8,8,8,8,8,8,8,8,8,8,7,7,6,5,8,8,121,7.5625,408.375000
956,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,126,7.875,425.250000
957,8,8,8,8,8,8,8,8,8,8,8,7,5,8,8,8,124,7.75,418.500000
958,8,8,8,8,8,8,8,8,8,8,8,8,6,4,7,7,120,7.5,405.000000
959,8,8,8,8,8,8,8,8,8,8,8,8,6,6,7,7,122,7.625,411.750000
960,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,127,7.9375,428.625000
961,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
962,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,125,7.8125,421.875000
963,7,8,8,8,8,8,8,8,8,8,7,7,5,4,8,8,118,7.375,398.250000
964,8,8,8,8,8,8,8,8,8,6,6,6,5,5,8,8,116,7.25,391.500000
965,8,8,8,8,8,8,8,8,8,7,7,7,8,8,6,8,123,7.6875,415.125000
966,8,8,8,8,8,8,8,8,8,8,8,8,4,6,6,7,119,7.4375,401.625000
967,8,8,8,8,8,8,8,8,8,6,7,6,5,5,8,8,117,7.3125,394.875000
968,7,8,8,8,8,8,8,8,8,7,8,8,8,6,8,8,124,7.75,418.500000
969,8,8,8,8,8,8,8,8,8,8,8,8,6,5,7,8,122,7.625,411.750000
970,8,8,8,8,8,8,8,8,8,6,7,7,5,4,6,8,115,7.1875,388.125000
971,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,127,7.9375,428.625000
972,8,8,8,8,8,8,8,8,8,7,6,5,4,6,6,8,114,7.125,384.750000
973,8,8,8,8,8,8,8,8,7,7,3,3,3,3,4,5,99,6.1875,334.125000
974,8,8,8,8,8,8,8,8,8,8,4,3,4,4,5,5,105,6.5625,354.375000
975,8,8,8,8,8,8,8,8,8,7,5,5,5,8,6,6,114,7.125,384.750000
976,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
977,8,8,8,8,8,8,8,8,8,8,8,7,6,8,8,8,125,7.8125,421.875000
978,8,8,8,8,8,8,8,8,8,7,8,6,4,5,8,8,118,7.375,398.250000
979,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,118,7.375,398.250000
980,8,8,8,8,8,8,8,8,8,7,7,6,5,8,8,8,121,7.5625,408.375000
981,7,8,8,8,8,8,8,8,8,8,7,8,5,5,6,6,116,7.25,391.500000
982,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,8,122,7.625,411.750000
983,8,8,8,8,8,8,8,8,8,6,7,6,7,8,7,8,121,7.5625,408.375000
984,8,8,8,8,8,8,8,8,8,8,7,8,6,4,7,8,120,7.5,405.000000
985,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,8,122,7.625,411.750000
986,8,8,8,8,8,8,8,8,8,7,7,5,6,8,7,7,119,7.4375,401.625000
987,8,8,8,8,1,8,8,8,8,5,5,5,5,4,8,8,105,6.5625,354.375000
988,8,8,8,8,8,8,8,8,8,8,8,6,8,8,7,8,125,7.8125,421.875000
989,8,8,8,8,8,8,8,8,8,7,8,8,4,6,5,8,118,7.375,398.250000
990,8,8,8,8,8,8,8,8,7,7,7,7,5,6,7,8,118,7.375,398.250000
991,7,8,8,8,8,8,8,8,8,5,8,8,7,8,8,8,123,7.6875,415.125000
992,8,8,8,8,8,8,8,8,8,7,7,7,6,8,8,8,123,7.6875,415.125000
993,8,8,8,8,8,8,8,8,8,5,6,6,5,5,8,8,115,7.1875,388.125000
994,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
995,8,8,8,8,8,8,8,8,8,8,8,7,5,8,8,8,124,7.75,418.500000
996,8,8,8,8,8,8,8,8,8,8,8,8,5,6,6,6,119,7.4375,401.625000
997,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
998,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
